"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",0.00012138909393251,"log_F_t_input",1.480269372875
"2",0.000457598838852696,"log_F_t_input",1.48026880706319
"3",0.000291041112935563,"log_F_t_input",1.48026610894625
"4",0.000196507888532602,"log_F_t_input",1.48026210791243
"5",-0.00189301412545084,"log_F_t_input",1.48025957472104
"6",0.00190792150561931,"log_F_t_input",1.4803183918451
"7",-0.00124402039663934,"log_F_t_input",1.48058512846457
"8",0.00143425009049646,"log_F_t_input",1.481461606443
"9",-0.00112019171310429,"log_F_t_input",1.48396341490949
"10",-2.50080771314609e-05,"log_F_t_input",1.49061741379327
"11",-0.00044975201529196,"log_F_t_input",1.50646198258987
"12",0.000505031262146904,"log_F_t_input",1.51945038264129
"13",3.52562585817506e-05,"log_F_t_input",1.53066987416237
"14",-0.000587254361137934,"log_F_t_input",1.5397308884527
"15",7.94022756910318e-05,"log_F_t_input",1.55571897937568
"16",0.000505979639217807,"log_F_t_input",1.57227927242302
"17",0.000179250779571982,"log_F_t_input",1.5965347187841
"18",-2.41039614851955,"log_F_t_input",1.6094379124341
"19",-0.00119739985368533,"log_F_t_input",1.60943360176675
"20",-0.00034683236646571,"log_sigma_R",-0.0985880960901013
"21",-0.00184873840442989,"logS50",1.87176964404627
"22",-0.000823453903197491,"log_CV_L",-2.10204632476057
